Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Tamil Nadu,736.78,41,Small,2021-01-12,7,Lassi,Amul,977.23,28.19,27548.11,128,Refrigerated,2021-01-04,2021-05-12,769.34,30.87,23749.53,Jharkhand,Online,207.89,96.85,80.34
West Bengal,152.33,99,Small,2023-10-15,2,Butter,Raj,402.31,52.34,21056.91,119,Ambient,2023-09-18,2024-01-15,395.08,49.12,19406.33,Jharkhand,Retail,7.23,79.69,104.68
Uttar Pradesh,214.29,89,Small,2021-11-06,9,Paneer,Passion Cheese,973.6,74.19,72231.38,136,Tetra Pack,2021-10-27,2022-03-12,388.59,74.56,28973.27,Jharkhand,Retail,585.01,97.33,123.26
Madhya Pradesh,751.21,116,Small,2024-07-26,7,Lassi,Britannia Industries,518.71,61.29,31791.74,38,Ambient,2024-07-07,2024-08-14,62.03,59.37,3682.72,West Bengal,Retail,456.68,86.45,176.02
Bihar,841.23,107,Large,2021-11-02,7,Lassi,Britannia Industries,182.08,21.03,3829.14,42,Frozen,2021-09-09,2021-10-21,64.38,20.13,1295.97,Delhi,Online,117.7,73.52,179.82
Jharkhand,134.21,47,Small,2023-07-01,1,Milk,Dynamix Dairies,690.67,41.12,28400.35,60,Frozen,2023-05-13,2023-07-12,546.43,43.78,23922.71,Kerala,Online,144.24,97.61,140.0
Haryana,702.27,21,Medium,2022-08-10,4,Yogurt,Amul,995.26,29.94,29798.08,39,Frozen,2022-07-15,2022-08-23,34.06,31.82,1083.79,Jharkhand,Online,961.2,10.1,86.91
Rajasthan,16.06,37,Medium,2019-10-11,6,Curd,Raj,117.75,99.99,11773.82,51,Refrigerated,2019-10-07,2019-11-27,96.94,99.23,9619.36,Bihar,Wholesale,20.81,51.62,83.57
Maharashtra,383.69,82,Large,2020-04-09,9,Paneer,Passion Cheese,987.15,71.21,70294.95,149,Frozen,2020-04-06,2020-09-02,428.48,73.39,31446.15,Kerala,Wholesale,558.67,14.43,158.12
Uttar Pradesh,479.95,20,Medium,2019-12-16,4,Yogurt,Raj,312.42,95.96,29979.82,80,Polythene Packet,2019-12-01,2020-02-19,162.22,95.36,15469.3,Maharashtra,Retail,150.2,23.2,119.62
Madhya Pradesh,259.67,105,Medium,2024-07-13,4,Yogurt,Dodla Dairy,917.15,29.28,26854.15,138,Ambient,2024-05-17,2024-10-02,390.06,28.83,11245.43,Maharashtra,Wholesale,527.09,82.84,35.86
Chandigarh,245.68,89,Small,2024-07-27,5,Ice Cream,Mother Dairy,241.82,82.39,19923.55,120,Refrigerated,2024-07-17,2024-11-14,97.05,78.95,7662.1,Gujarat,Retail,144.77,95.56,62.46
Gujarat,187.68,25,Medium,2019-01-17,3,Cheese,Britannia Industries,928.37,38.07,35343.05,43,Refrigerated,2019-01-07,2019-02-19,594.76,34.73,20656.01,Delhi,Wholesale,333.61,87.91,156.69
Kerala,77.82,95,Small,2022-09-30,6,Curd,Amul,903.23,90.6,81832.64,107,Refrigerated,2022-08-03,2022-11-18,595.04,97.4,57956.9,Tamil Nadu,Wholesale,308.19,69.75,135.29
Gujarat,21.72,21,Large,2022-10-25,3,Cheese,Britannia Industries,782.59,55.8,43668.52,67,Ambient,2022-10-20,2022-12-26,76.49,59.31,4536.62,Maharashtra,Wholesale,706.1,82.76,145.93
Bihar,121.97,78,Medium,2023-04-30,4,Yogurt,Passion Cheese,650.47,42.79,27833.61,36,Frozen,2023-03-23,2023-04-28,102.19,42.4,4332.86,Tamil Nadu,Wholesale,548.28,14.06,42.62
Madhya Pradesh,217.36,39,Medium,2021-06-10,8,Buttermilk,Mother Dairy,747.94,33.59,25123.3,14,Tetra Pack,2021-06-03,2021-06-17,669.66,30.59,20484.9,Delhi,Wholesale,78.28,92.89,43.92
Karnataka,518.99,107,Medium,2023-07-27,8,Buttermilk,Passion Cheese,512.92,73.15,37520.1,52,Frozen,2023-06-29,2023-08-20,329.1,79.65,26212.82,Jharkhand,Online,183.82,29.79,97.42
West Bengal,115.87,32,Large,2024-04-23,1,Milk,Dynamix Dairies,97.31,27.54,2679.92,40,Frozen,2024-03-21,2024-04-30,75.56,27.67,2090.75,Uttar Pradesh,Wholesale,21.75,76.28,90.44
Maharashtra,442.38,30,Medium,2020-03-16,3,Cheese,Raj,372.47,57.58,21446.82,136,Refrigerated,2020-02-10,2020-06-25,92.49,62.74,5802.82,Karnataka,Online,279.98,17.06,49.96
Chandigarh,82.81,66,Small,2022-11-23,9,Paneer,Dynamix Dairies,644.41,99.34,64015.69,120,Polythene Packet,2022-09-28,2023-01-26,200.14,105.12,21038.72,Jharkhand,Wholesale,444.27,8.76,70.28
Chandigarh,569.89,68,Small,2019-03-01,1,Milk,Britannia Industries,314.5,52.3,16448.35,128,Frozen,2019-02-26,2019-07-04,163.91,48.0,7867.68,Jharkhand,Online,150.59,60.68,141.0
Chandigarh,511.26,32,Large,2022-08-02,7,Lassi,Mother Dairy,525.21,53.45,28072.47,8,Ambient,2022-06-24,2022-07-02,398.69,51.88,20684.04,Bihar,Online,126.52,59.19,181.53
Maharashtra,456.02,49,Medium,2024-03-01,1,Milk,Passion Cheese,321.44,96.73,31092.89,95,Tetra Pack,2024-01-15,2024-04-19,226.5,103.5,23442.75,Rajasthan,Online,94.94,40.28,110.07
Rajasthan,294.46,67,Large,2022-02-22,5,Ice Cream,Amul,942.77,89.81,84670.17,127,Polythene Packet,2022-01-31,2022-06-07,807.16,96.18,77632.65,Delhi,Wholesale,135.61,91.91,150.02
Jharkhand,205.4,103,Large,2020-05-07,8,Buttermilk,Amul,735.56,53.56,39396.59,72,Frozen,2020-04-03,2020-06-14,57.33,53.16,3047.66,Jharkhand,Online,678.23,43.96,101.12
Kerala,732.95,120,Small,2019-03-11,1,Milk,Raj,400.91,97.88,39241.07,118,Ambient,2019-02-03,2019-06-01,355.2,106.93,37981.54,Kerala,Retail,45.71,85.95,72.77
Gujarat,504.78,116,Large,2023-07-13,5,Ice Cream,Amul,531.37,43.25,22981.75,31,Ambient,2023-06-25,2023-07-26,33.46,41.71,1395.62,Haryana,Wholesale,497.91,81.74,66.91
Rajasthan,660.92,33,Medium,2019-09-11,3,Cheese,Britannia Industries,939.02,96.9,90991.04,80,Tetra Pack,2019-08-25,2019-11-13,489.12,88.61,43340.92,Jharkhand,Online,449.9,51.33,122.38
Bihar,773.26,86,Large,2024-07-24,10,Ghee,Dynamix Dairies,35.53,37.44,1330.24,37,Ambient,2024-07-15,2024-08-21,30.8,40.91,1260.03,Kerala,Wholesale,4.73,40.16,175.66
Tamil Nadu,73.6,51,Small,2021-01-10,6,Curd,Britannia Industries,995.65,98.22,97792.74,32,Ambient,2020-11-29,2020-12-31,287.22,91.05,26151.38,Tamil Nadu,Retail,708.43,62.36,181.92
Delhi,848.21,118,Large,2023-01-29,8,Buttermilk,Dodla Dairy,848.95,18.43,15646.15,27,Tetra Pack,2022-12-23,2023-01-19,502.3,18.7,9393.01,Gujarat,Retail,346.65,14.78,136.23
West Bengal,586.68,102,Small,2020-11-28,7,Lassi,Passion Cheese,738.11,98.11,72415.97,78,Ambient,2020-11-23,2021-02-09,66.96,101.18,6775.01,Bihar,Retail,671.15,25.36,32.52
Tamil Nadu,283.54,82,Small,2019-07-17,8,Buttermilk,Dodla Dairy,772.81,63.8,49305.28,117,Ambient,2019-05-27,2019-09-21,492.91,64.83,31955.36,Tamil Nadu,Online,279.9,14.07,32.9
Rajasthan,779.34,28,Medium,2021-05-21,7,Lassi,Dodla Dairy,779.86,24.71,19270.34,45,Frozen,2021-05-13,2021-06-27,164.69,24.68,4064.55,Uttar Pradesh,Wholesale,615.17,13.63,177.9
Haryana,668.61,86,Small,2023-03-01,7,Lassi,Britannia Industries,312.71,99.1,30989.56,74,Frozen,2023-01-10,2023-03-25,33.91,96.27,3264.52,Chandigarh,Retail,278.8,22.7,158.98
West Bengal,255.0,59,Medium,2019-03-11,8,Buttermilk,Britannia Industries,322.6,21.95,7081.07,34,Tetra Pack,2019-01-10,2019-02-13,44.8,22.13,991.42,Delhi,Online,277.8,74.06,131.86
Madhya Pradesh,167.37,86,Medium,2021-05-28,10,Ghee,Sudha,350.09,74.18,25969.68,79,Polythene Packet,2021-05-24,2021-08-11,125.91,78.54,9888.97,Karnataka,Wholesale,224.18,77.94,125.33
Telangana,673.13,106,Large,2020-08-24,4,Yogurt,Amul,879.91,22.77,20035.55,3,Polythene Packet,2020-08-07,2020-08-10,829.76,23.27,19308.52,Maharashtra,Wholesale,50.15,77.03,195.68
Kerala,764.74,32,Medium,2022-06-27,6,Curd,Raj,542.49,31.43,17050.46,143,Ambient,2022-05-05,2022-09-25,500.54,28.73,14380.51,Kerala,Retail,41.95,92.4,90.47
Kerala,695.02,92,Medium,2019-05-15,4,Yogurt,Sudha,168.87,91.4,15434.72,87,Refrigerated,2019-04-22,2019-07-18,136.49,97.93,13366.47,Tamil Nadu,Online,32.38,96.66,80.63
Madhya Pradesh,209.8,26,Medium,2024-11-04,3,Cheese,Mother Dairy,935.51,50.3,47056.15,123,Frozen,2024-09-18,2025-01-19,463.08,54.37,25177.66,Uttar Pradesh,Retail,472.43,16.96,139.93
Delhi,833.12,102,Large,2019-12-25,4,Yogurt,Britannia Industries,838.49,16.23,13608.69,84,Polythene Packet,2019-12-05,2020-02-27,146.1,16.06,2346.37,Karnataka,Wholesale,692.39,72.45,62.26
Maharashtra,143.37,80,Small,2021-01-13,9,Paneer,Mother Dairy,377.33,41.85,15791.26,43,Frozen,2020-11-27,2021-01-09,138.1,39.63,5472.9,Rajasthan,Online,239.23,64.62,28.04
Madhya Pradesh,459.97,70,Medium,2019-11-19,1,Milk,Dodla Dairy,936.7,53.55,50160.28,28,Polythene Packet,2019-09-30,2019-10-28,168.24,51.2,8613.89,Rajasthan,Retail,768.46,68.92,51.61
Delhi,202.37,46,Medium,2020-03-07,5,Ice Cream,Raj,57.16,82.36,4707.7,45,Polythene Packet,2020-01-27,2020-03-12,25.99,77.0,2001.23,Kerala,Online,31.17,35.17,130.48
Madhya Pradesh,15.54,56,Small,2022-08-24,2,Butter,Sudha,882.79,89.3,78833.15,52,Tetra Pack,2022-07-30,2022-09-20,867.66,83.34,72310.78,Delhi,Online,15.13,39.56,182.04
Kerala,329.86,84,Large,2024-01-19,5,Ice Cream,Dynamix Dairies,323.97,84.33,27320.39,84,Frozen,2023-11-30,2024-02-22,201.4,76.82,15471.55,Haryana,Online,122.57,16.31,41.84
Rajasthan,529.65,75,Medium,2021-08-26,5,Ice Cream,Britannia Industries,782.0,72.62,56788.84,43,Polythene Packet,2021-07-05,2021-08-17,426.52,72.08,30743.56,Bihar,Retail,355.48,95.19,179.69
Maharashtra,327.84,50,Small,2020-07-28,10,Ghee,Amul,248.39,76.63,19034.13,33,Tetra Pack,2020-07-11,2020-08-13,180.23,76.42,13773.18,Madhya Pradesh,Wholesale,68.16,19.15,103.96
Jharkhand,489.12,33,Medium,2024-03-22,9,Paneer,Raj,112.01,83.8,9386.44,120,Ambient,2024-01-30,2024-05-29,36.75,89.14,3275.89,Karnataka,Online,75.26,58.92,90.34
Kerala,186.6,115,Large,2019-06-25,7,Lassi,Dynamix Dairies,373.48,73.54,27465.72,91,Frozen,2019-05-02,2019-08-01,194.42,71.81,13961.3,Gujarat,Retail,179.06,83.84,66.76
Gujarat,372.79,100,Medium,2020-08-24,3,Cheese,Dynamix Dairies,839.63,55.64,46717.01,21,Refrigerated,2020-08-02,2020-08-23,67.06,57.06,3826.44,Chandigarh,Wholesale,772.57,36.48,26.29
Bihar,388.24,85,Large,2021-10-28,10,Ghee,Britannia Industries,68.74,45.79,3147.6,32,Frozen,2021-10-15,2021-11-16,1.36,45.85,62.36,Gujarat,Retail,67.38,13.42,26.5
Telangana,356.76,75,Large,2019-11-13,9,Paneer,Raj,468.91,43.35,20327.25,54,Polythene Packet,2019-10-29,2019-12-22,115.86,43.57,5048.02,Rajasthan,Wholesale,353.05,17.27,36.5
Tamil Nadu,11.14,85,Small,2021-05-04,1,Milk,Dynamix Dairies,706.33,76.15,53787.03,62,Frozen,2021-04-20,2021-06-21,162.44,81.91,13305.46,Telangana,Retail,543.89,57.74,73.41
Gujarat,173.84,54,Medium,2021-03-23,10,Ghee,Amul,940.23,61.34,57673.71,102,Tetra Pack,2021-02-14,2021-05-27,295.92,57.6,17044.99,Bihar,Wholesale,644.31,8.3,140.79
Rajasthan,207.89,54,Small,2023-03-20,7,Lassi,Raj,381.3,69.79,26610.93,59,Refrigerated,2023-03-13,2023-05-11,377.92,63.79,24107.52,Uttar Pradesh,Retail,3.38,41.24,32.69
Maharashtra,644.98,78,Large,2019-02-13,8,Buttermilk,Passion Cheese,212.6,97.99,20832.67,93,Refrigerated,2019-02-12,2019-05-16,161.48,93.38,15079.0,Maharashtra,Retail,51.12,63.31,193.31
Haryana,810.65,114,Medium,2024-02-19,6,Curd,Dynamix Dairies,150.06,96.3,14450.78,56,Refrigerated,2024-01-29,2024-03-25,65.29,103.13,6733.36,Delhi,Wholesale,84.77,79.59,164.94
Rajasthan,868.31,22,Small,2019-02-01,3,Cheese,Passion Cheese,952.39,10.37,9876.28,33,Polythene Packet,2018-12-26,2019-01-28,861.3,11.1,9560.43,West Bengal,Retail,91.09,10.33,166.05
Chandigarh,231.27,83,Large,2024-05-18,9,Paneer,Britannia Industries,333.41,65.62,21878.36,76,Frozen,2024-03-29,2024-06-13,311.85,65.32,20370.04,Telangana,Retail,21.56,77.02,144.67
Kerala,570.88,103,Medium,2020-03-03,3,Cheese,Dodla Dairy,293.98,62.82,18467.82,139,Tetra Pack,2020-02-25,2020-07-13,101.31,61.83,6264.0,Bihar,Wholesale,192.67,90.8,156.09
Uttar Pradesh,82.0,35,Large,2021-12-24,1,Milk,Raj,276.93,32.23,8925.45,48,Polythene Packet,2021-12-14,2022-01-31,182.45,33.12,6042.74,Chandigarh,Retail,94.48,49.79,126.66
Madhya Pradesh,816.76,22,Small,2019-08-23,8,Buttermilk,Raj,277.98,95.98,26680.52,19,Tetra Pack,2019-08-09,2019-08-28,119.45,104.05,12428.77,Chandigarh,Wholesale,158.53,9.48,78.64
Delhi,647.69,92,Large,2019-02-28,1,Milk,Amul,316.09,27.28,8622.94,81,Polythene Packet,2018-12-30,2019-03-21,13.21,26.87,354.95,Gujarat,Online,302.88,22.3,177.1
Karnataka,422.71,110,Large,2019-04-30,4,Yogurt,Mother Dairy,48.59,20.53,997.55,58,Ambient,2019-03-07,2019-05-04,14.86,18.93,281.3,Karnataka,Wholesale,33.73,22.63,193.04
Delhi,835.6,70,Small,2024-10-06,8,Buttermilk,Sudha,186.52,64.61,12051.06,6,Refrigerated,2024-10-01,2024-10-07,2.02,69.98,141.36,Uttar Pradesh,Online,184.5,31.12,147.18
Jharkhand,672.76,93,Large,2024-05-19,7,Lassi,Dynamix Dairies,561.04,62.37,34992.06,111,Ambient,2024-04-02,2024-07-22,350.76,60.5,21220.98,Chandigarh,Online,210.28,35.0,71.44
Kerala,570.45,43,Small,2024-05-07,1,Milk,Dodla Dairy,163.8,85.44,13995.07,41,Refrigerated,2024-03-23,2024-05-03,113.34,86.44,9797.11,Bihar,Online,50.46,89.96,55.49
Jharkhand,149.68,69,Large,2019-07-28,7,Lassi,Raj,402.19,23.06,9274.5,24,Tetra Pack,2019-07-18,2019-08-11,115.97,22.96,2662.67,Rajasthan,Wholesale,286.22,62.19,177.11
Uttar Pradesh,16.95,105,Medium,2021-07-07,8,Buttermilk,Britannia Industries,146.8,93.68,13752.22,77,Tetra Pack,2021-05-30,2021-08-15,70.83,86.1,6098.46,Bihar,Wholesale,75.97,28.03,162.27
Maharashtra,844.08,114,Small,2021-02-15,6,Curd,Amul,470.3,16.02,7534.21,89,Polythene Packet,2021-01-18,2021-04-17,118.48,16.35,1937.15,Jharkhand,Retail,351.82,54.21,159.45
Telangana,882.14,56,Medium,2023-09-29,10,Ghee,Raj,666.96,41.84,27905.61,33,Tetra Pack,2023-08-09,2023-09-11,177.49,42.84,7603.67,Karnataka,Wholesale,489.47,60.31,81.09
Delhi,277.4,82,Small,2024-07-06,1,Milk,Mother Dairy,104.07,81.08,8438.0,40,Tetra Pack,2024-05-15,2024-06-24,98.08,76.04,7458.0,Kerala,Online,5.99,13.59,111.37
Haryana,794.32,70,Medium,2022-11-05,5,Ice Cream,Dodla Dairy,497.8,28.78,14326.68,100,Frozen,2022-10-25,2023-02-02,413.24,28.17,11640.97,Telangana,Retail,84.56,62.02,58.01
Rajasthan,503.44,54,Medium,2022-11-24,3,Cheese,Passion Cheese,772.71,77.98,60255.93,7,Ambient,2022-11-15,2022-11-22,343.32,74.51,25580.77,Madhya Pradesh,Retail,429.39,39.93,63.19
Karnataka,478.25,94,Small,2022-10-17,1,Milk,Britannia Industries,883.34,96.16,84941.97,32,Polythene Packet,2022-08-26,2022-09-27,182.78,98.77,18053.18,Jharkhand,Wholesale,700.56,60.0,24.19
Kerala,603.39,71,Large,2024-08-15,5,Ice Cream,Dodla Dairy,335.74,75.95,25499.45,148,Refrigerated,2024-08-09,2025-01-04,113.5,78.9,8955.15,Uttar Pradesh,Retail,222.24,18.55,103.76
Delhi,78.73,36,Large,2023-09-13,2,Butter,Sudha,684.14,76.08,52049.37,30,Frozen,2023-08-13,2023-09-12,378.75,74.22,28110.83,Uttar Pradesh,Retail,305.39,35.46,70.34
Madhya Pradesh,37.64,50,Medium,2021-04-11,2,Butter,Dynamix Dairies,854.99,63.14,53984.07,135,Refrigerated,2021-03-26,2021-08-08,701.02,64.55,45250.84,Kerala,Retail,153.97,30.19,180.18
Uttar Pradesh,56.79,108,Medium,2019-07-27,10,Ghee,Sudha,429.94,64.1,27559.15,5,Refrigerated,2019-07-07,2019-07-12,176.23,69.96,12329.05,Delhi,Wholesale,253.71,50.56,53.8
Gujarat,307.34,71,Medium,2021-03-17,6,Curd,Britannia Industries,319.25,68.75,21948.44,31,Refrigerated,2021-02-05,2021-03-08,182.49,68.49,12498.74,Gujarat,Retail,136.76,53.63,34.38
Madhya Pradesh,851.12,57,Small,2021-05-10,4,Yogurt,Mother Dairy,847.48,38.7,32797.48,145,Polythene Packet,2021-03-21,2021-08-13,30.39,35.76,1086.75,West Bengal,Online,817.09,93.66,44.63
Jharkhand,758.05,44,Medium,2024-12-27,10,Ghee,Sudha,141.19,25.76,3637.05,10,Polythene Packet,2024-11-03,2024-11-13,3.89,26.12,101.61,Kerala,Online,137.3,12.03,151.69
Chandigarh,164.57,30,Large,2021-03-11,6,Curd,Britannia Industries,891.5,70.39,62752.68,98,Refrigerated,2021-02-09,2021-05-18,516.17,70.44,36359.01,Telangana,Online,375.33,15.55,71.13
Jharkhand,236.02,98,Small,2019-02-06,1,Milk,Mother Dairy,658.69,27.99,18436.73,97,Ambient,2018-12-25,2019-04-01,490.03,30.39,14892.01,Bihar,Retail,168.66,28.93,98.08
Haryana,594.58,54,Small,2023-12-17,9,Paneer,Dynamix Dairies,954.34,12.18,11623.86,147,Ambient,2023-12-09,2024-05-04,480.27,11.62,5580.74,Karnataka,Retail,474.07,19.37,189.75
Bihar,406.44,111,Medium,2022-04-10,4,Yogurt,Amul,149.65,52.93,7920.97,77,Ambient,2022-03-20,2022-06-05,106.99,51.25,5483.24,Kerala,Online,42.66,77.59,160.63
Madhya Pradesh,641.07,69,Large,2021-11-16,7,Lassi,Mother Dairy,532.32,97.01,51640.36,149,Tetra Pack,2021-11-15,2022-04-13,502.64,96.77,48640.47,Maharashtra,Wholesale,29.68,27.71,172.45
West Bengal,563.48,116,Small,2024-02-22,9,Paneer,Sudha,864.9,59.39,51366.41,97,Frozen,2024-02-12,2024-05-19,500.48,56.35,28202.05,West Bengal,Online,364.42,71.95,74.59
Karnataka,670.52,95,Medium,2020-11-11,2,Butter,Britannia Industries,794.86,41.8,33225.15,126,Refrigerated,2020-10-30,2021-03-05,700.14,40.94,28663.73,Maharashtra,Retail,94.72,76.12,103.73
Tamil Nadu,400.78,105,Small,2019-08-07,9,Paneer,Passion Cheese,434.72,32.89,14297.94,15,Tetra Pack,2019-07-14,2019-07-29,135.73,31.5,4275.49,Maharashtra,Online,298.99,91.88,134.95
Telangana,200.15,120,Medium,2019-06-05,10,Ghee,Sudha,500.31,71.86,35952.28,44,Frozen,2019-04-18,2019-06-01,365.67,76.93,28130.99,Haryana,Online,134.64,76.97,38.01
Gujarat,400.46,73,Small,2020-04-26,5,Ice Cream,Mother Dairy,371.32,99.34,36886.93,96,Ambient,2020-03-09,2020-06-13,342.56,108.66,37222.57,Bihar,Online,28.76,62.17,45.7
Jharkhand,886.71,25,Medium,2024-11-20,2,Butter,Mother Dairy,188.78,68.08,12852.14,16,Refrigerated,2024-11-11,2024-11-27,97.03,68.86,6681.49,Gujarat,Wholesale,91.75,87.34,197.15
Chandigarh,42.2,91,Small,2021-12-01,8,Buttermilk,Amul,92.42,55.84,5160.73,136,Refrigerated,2021-11-20,2022-04-05,46.11,52.98,2442.91,Bihar,Wholesale,46.31,12.23,37.56
Jharkhand,642.3,68,Large,2020-08-07,6,Curd,Amul,742.61,92.54,68721.13,105,Refrigerated,2020-06-10,2020-09-23,405.51,89.18,36163.38,Telangana,Wholesale,337.1,46.84,86.76
Karnataka,78.24,24,Medium,2019-01-06,9,Paneer,Dynamix Dairies,743.38,96.94,72063.26,44,Refrigerated,2019-01-04,2019-02-17,699.0,93.21,65153.79,Uttar Pradesh,Online,44.38,70.4,39.71
Karnataka,164.52,91,Small,2024-10-18,2,Butter,Amul,657.2,46.39,30487.51,79,Frozen,2024-09-29,2024-12-17,608.82,47.98,29211.18,Kerala,Wholesale,48.38,64.42,118.31
Jharkhand,558.68,27,Large,2019-02-28,8,Buttermilk,Britannia Industries,397.53,54.08,21498.42,107,Tetra Pack,2019-01-09,2019-04-26,246.93,51.35,12679.86,Kerala,Online,150.6,22.24,104.55
Chandigarh,299.14,64,Small,2021-03-02,2,Butter,Sudha,757.23,31.94,24185.93,116,Tetra Pack,2021-01-07,2021-05-03,189.78,32.13,6097.63,Madhya Pradesh,Wholesale,567.45,13.12,161.72
Maharashtra,716.18,30,Small,2021-01-03,5,Ice Cream,Amul,412.85,83.89,34633.99,75,Frozen,2020-11-27,2021-02-10,190.08,84.37,16037.05,West Bengal,Wholesale,222.77,71.75,72.75
West Bengal,219.94,28,Small,2022-09-20,10,Ghee,Britannia Industries,438.31,14.27,6254.68,89,Refrigerated,2022-08-22,2022-11-19,238.54,13.26,3163.04,Madhya Pradesh,Online,199.77,86.71,42.36
Gujarat,566.61,67,Small,2022-06-20,10,Ghee,Dynamix Dairies,716.07,49.9,35731.89,35,Tetra Pack,2022-06-17,2022-07-22,555.45,54.79,30433.11,West Bengal,Retail,160.62,70.86,44.54
Rajasthan,222.72,65,Small,2019-02-06,9,Paneer,Raj,792.59,13.29,10533.52,5,Frozen,2018-12-08,2018-12-13,10.66,12.02,128.13,Haryana,Online,781.93,16.58,114.16
Bihar,182.77,55,Medium,2023-05-17,4,Yogurt,Dynamix Dairies,636.76,24.98,15906.26,50,Tetra Pack,2023-04-12,2023-06-01,115.57,25.35,2929.7,Rajasthan,Online,521.19,72.83,168.35
Kerala,829.9,31,Medium,2019-06-14,7,Lassi,Mother Dairy,202.55,52.19,10571.08,57,Ambient,2019-04-15,2019-06-11,149.99,57.34,8600.43,West Bengal,Online,52.56,8.15,80.97
Maharashtra,788.04,68,Medium,2022-06-05,1,Milk,Britannia Industries,580.76,88.19,51217.22,52,Tetra Pack,2022-04-16,2022-06-07,462.63,88.21,40808.59,Delhi,Online,118.13,53.21,98.32
Chandigarh,583.04,118,Medium,2023-04-25,9,Paneer,Raj,459.25,61.81,28386.24,41,Refrigerated,2023-04-17,2023-05-28,349.15,67.8,23672.37,Rajasthan,Online,110.1,55.76,147.95
Delhi,351.71,23,Medium,2021-10-07,4,Yogurt,Mother Dairy,864.25,77.18,66702.82,103,Refrigerated,2021-08-13,2021-11-24,339.69,70.94,24097.61,Jharkhand,Online,524.56,22.85,83.58
Delhi,167.16,64,Medium,2019-12-12,1,Milk,Passion Cheese,739.92,79.7,58971.62,148,Ambient,2019-10-18,2020-03-14,463.82,85.61,39707.63,Bihar,Wholesale,276.1,62.71,132.24
Bihar,316.66,110,Medium,2024-11-29,8,Buttermilk,Amul,805.35,57.9,46629.76,79,Tetra Pack,2024-11-27,2025-02-14,109.97,58.06,6384.86,Haryana,Online,695.38,46.45,26.54
West Bengal,330.2,26,Small,2021-10-13,3,Cheese,Dodla Dairy,599.67,60.27,36142.11,132,Polythene Packet,2021-09-09,2022-01-19,483.04,56.86,27465.65,Haryana,Retail,116.63,62.81,49.16
Maharashtra,871.65,107,Medium,2020-10-01,10,Ghee,Sudha,415.55,96.58,40133.82,105,Tetra Pack,2020-09-24,2021-01-07,315.46,97.13,30640.63,Tamil Nadu,Retail,100.09,70.84,168.28
Rajasthan,594.01,90,Large,2021-07-23,2,Butter,Passion Cheese,375.35,43.18,16207.61,95,Frozen,2021-05-30,2021-09-02,99.43,47.17,4690.11,Tamil Nadu,Retail,275.92,75.0,177.26
Delhi,380.05,112,Large,2022-03-09,4,Yogurt,Mother Dairy,825.9,33.22,27436.4,63,Refrigerated,2022-01-25,2022-03-29,727.28,34.13,24822.07,Chandigarh,Online,98.62,28.35,165.6
Haryana,810.8,27,Small,2024-01-01,7,Lassi,Passion Cheese,833.06,30.21,25166.74,150,Tetra Pack,2023-12-09,2024-05-07,359.5,28.83,10364.39,Jharkhand,Retail,473.56,62.65,138.78
Rajasthan,623.61,111,Small,2022-01-26,1,Milk,Britannia Industries,728.41,93.21,67895.1,113,Refrigerated,2021-12-30,2022-04-22,108.46,95.74,10383.96,Maharashtra,Online,619.95,43.25,153.74
Maharashtra,127.13,45,Small,2022-12-06,9,Paneer,Dodla Dairy,665.08,12.77,8493.07,144,Tetra Pack,2022-11-27,2023-04-20,567.4,14.0,7943.6,Uttar Pradesh,Online,97.68,88.87,89.21
Uttar Pradesh,507.67,103,Large,2022-10-07,1,Milk,Sudha,766.74,85.08,65234.24,22,Polythene Packet,2022-08-15,2022-09-06,212.68,90.07,19156.09,Uttar Pradesh,Retail,554.06,32.69,131.67
Delhi,47.42,74,Large,2019-04-21,5,Ice Cream,Passion Cheese,192.73,34.72,6691.59,146,Tetra Pack,2019-03-20,2019-08-13,132.25,37.53,4963.34,Uttar Pradesh,Retail,60.48,88.32,160.0
West Bengal,560.88,117,Small,2021-02-08,1,Milk,Amul,810.06,53.8,43581.23,124,Frozen,2021-02-02,2021-06-06,768.72,52.35,40242.49,Maharashtra,Online,41.34,64.9,184.07
Karnataka,465.2,67,Medium,2020-09-18,9,Paneer,Sudha,555.22,82.11,45589.11,73,Refrigerated,2020-08-29,2020-11-10,466.77,76.96,35922.62,Gujarat,Wholesale,88.45,23.52,166.89
Rajasthan,279.34,117,Small,2022-04-08,5,Ice Cream,Sudha,929.7,97.15,90320.36,70,Polythene Packet,2022-02-16,2022-04-27,357.71,103.61,37062.33,West Bengal,Retail,571.99,28.24,126.22
Karnataka,805.02,78,Medium,2024-03-06,9,Paneer,Britannia Industries,450.19,20.68,9309.93,142,Ambient,2024-01-31,2024-06-21,317.15,22.08,7002.67,Gujarat,Retail,133.04,31.35,75.68
Telangana,619.77,90,Small,2019-07-29,10,Ghee,Dodla Dairy,729.25,63.86,46569.9,64,Ambient,2019-06-30,2019-09-02,312.32,64.97,20291.43,Uttar Pradesh,Wholesale,416.93,80.29,125.21
